text,확진자수_pred,확진자수_gt,완치자수_pred,완치자수_gt,사망여부_pred,사망여부_gt,집단감염_pred,집단감염_gt,백신관련_pred,백신관련_gt,방역지침_pred,방역지침_gt,경제지원_pred,경제지원_gt,마스크_pred,마스크_gt,국제기구_pred,국제기구_gt,병원관련_pred,병원관련_gt
" "" the chuseok holiday family gathering is possible up to eight people , including four vaccines . "" we decided to allow up to eight family members , up to eight people , including four completed people . "" kim said . i want to adjust it , "" \ "" \ "" restaurant and cafe returns business hours from 9 : 00 to 10 pm \ "" . "" however , it is limited to the case of two or more people during the day and the completion of four or more people after 6 pm . "" "" there are up to eight private meetings , including four complete , "" he said . it applies for four weeks from 6th to october 3rd , including holidays . [UNK]",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
" "" ( taipei reuters = news1 ) reporter udon myung = taiwan president chai yingwon is receiving the second inoculation of the 19th vaccine of the country development corona 19 vaccination on taipei on the 30th ( local time ) . reuters = news1 . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" the gwangju chamber of commerce and industry ( chairman chung chang - sun ) announced on the 14th that it opened a cyber training center to strengthen the job capacity of employees of smes in gwangju and jeonnam , and expanded its service to legal mandatory education in addition to job training . for companies that are burdened with the training of those who are in the existing face - to - face education method , they provide non - face - to - face job skills and legal compulsory education . it supports about 130 training courses to develop capabilities in various fields such as the use of necessary programs , automotive and semiconductor theory , foreign language , management and marketing . there are also about 700 lectures that can be acquired . we expect to be able to easily learn by using rest and travel time . five training of five training in gwangju award is provided to the members of gwangju award . it is possible to proceed with customized training for the company ' s situation . through implementation , we will try not to disrupt the strengthening of job competencies for local employees . [UNK]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" sept 14 ( reuters ) - the world has never been in a better position to end the covid - 19 pandemic , the head of the world health organization said on wednesday , his most optimistic outlook yet on the years - long health crisis which has killed over six million people . "" we are not there yet . but the end is in sight , "" who director - general tedros adhanom ghebreyesus told reporters at a virtual press conference . that was the most upbeat assessment from the un agency since it declared an international emergency in january 2020 and started describing covid - 19 as a pandemic three months later . register now for free unlimited access to reuters . com advertisement · scroll to continue the virus , which emerged in china in late 2019 , has killed nearly 6 . 5 million people and infected 606 million , roiling global economies and overwhelming healthcare systems . the rollout of vaccines and therapies have helped to stem deaths and hospitalisations , and the omicron variant which emerged late last year causes less severe disease . deaths from covid - 19 last week were the lowest since march 2020 , the u . n . agency reported . still on wednesday , he again urged nations to maintain their vigilance and likened the pandemic to a marathon race . "" now is the time to run harder and make sure we cross the line and reap the rewards of all our hard work . "" countries need to take a hard look at their policies and strengthen them for covid - 19 and future viruses , tedros said . he also urged nations to vaccinate 100 % of their high - risk groups and keep testing for the virus . advertisement · scroll to continue the who said countries need to maintain adequate supplies of medical equipment and healthcare workers . "" we expect there to be future waves of infections , potentially at different time points throughout the world caused by different subvariants of omicron or even different variants of concern , "" said who ' s senior epidemiologist maria van kerkhove . 75th world health assembly at the united nations in geneva frontline worker mural in dublin 75th world health assembly at the united nations in geneva 1 / 2 a woman walks past a mural depicting a frontline worker amid the spread of the coronavirus disease ( covid - 19 ) in dublin , ireland , january 12 , 2022 . reuters / clodagh kilcoyne with",0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0
" "" london = ap / newsis yoo se - jin reporter = johnson & johnson ( j & j ) said that if you are inoculated after the first inoculation of janssen ' s corona 19 vaccine , which is completed only once on the 21st , it can be provided with a strong immune response . j & j said that further vaccinations for adults aged 18 - 55 who completed jansen vaccine showed an increase in antibody reactions . dr . matai mamen , a global research and development director , said , "" the additional vaccination of the jansen vaccine is increasing the antibody response . "" j & j has announced the data that is shown . we are currently discussing additional vaccines with regulators such as the us food and drug administration ( fda ) and the european pharmaceutical safety agency ( ema ) .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" herald economics ( gwangju ) = hwang sung - cheol ' s reporter chuseok holiday , more than 3 , 000 people in gwangju will not meet their families and relatives . among them , there are 890 foreigners , with 1424 mines with foreign dense areas , with 1044 buk - gu , 268 in nam - gu , 242 in seo - gu , and 179 in dong - gu . in addition to the manpower that manages the implementation of the rules , the number of citizens who need to spend the chuseok holiday only at home will increase much more . the authorities mobilize 2759 people to manage 1 . 18 people per capita . it is up to dedicated public officials , including guidance , daily necessities and sanitary kits , monitoring , unauthorized departure , and isolation guidance . if you do not reach and contact us immediately , the city and five autonomous districts have also formed an emergency response half of six and 131 people in preparation for unauthorized departure . we are also preparing and guiding family and cohabitants ' life rules . """,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" jeju = newsis kang jung - man reporter = jeju special self - governing province has been paid a total of 53 , 3314 people by applying 53 , 2314 people by the corona 19 win - win national subsidies , which have been paid since the 6th , a week before the end of the 6th . this is 91 . 2 % of the expected payment . it is 79 million won ( 23 . 3 % ) . the number of applications for the 23rd is 2233 ( 495 online national newspapers , 1738 offline towns ) , and the application tf team operated by administrative administration it is the highest reason for the application of the household , with 869 cases ( 38 . 9 % ) , followed by 773 cases of health insurance adjustments ( 34 . 6 % ) . it must be accepted through eupmyeon - dong ( offline ) and kookmin newspaper ( online ) by 12th . · we will continue to manage the operation of a dedicated complaint response team and the implementation of the town - dong . [UNK]",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
" anchor , "" 378 people , including locals and families who helped our government in afghanistan , came to korea . intromitated , they waited for the results of the corona 19 prosecutor in a temporary living facility and moved to the human resources development institute in jincheon , chungbuk . let ' s connect and find out more about the contents . i was able to see the child ' s hand and carefully enter the facility . the police officers in the field are controlled by the police officers . the immigrants will take a break here and wait for the corona 19 pcr test . if it is confirmed , it will be moved to a temporary residence facility in jincheon , chungbuk . after going to jincheon , you must go through a two - week price . it is expected to stay for about 6 - 8 weeks , with 10 medical staff and 40 legislators in the facility and will help korean life . this is ytn kim da - yeon at the temporary living facility in gimpo , gyeonggi - do . co . kr online report www . ytn . co . kr """,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" seoul city ' s representative cultural heritage and historical sites no . 10 hanyang do castle will have a dynamic traditional martial arts feast for two to three days . it will showcase the martial arts that has been polished by suppressing the civil war and defending the capital , hanyang , and will provide an experience in which 24 kinds of actual combat techniques in the ' martial arts normal district ' can be felt vivid . later , in 20 days after the outbreak of the imjin war , hanyang was falling , and the military was founded in 1593 to train the military with newly introduced weapons and changed tactics . it was a professional soldier . martial arts and ordinary land is a standard martial arts book compiled by lee deok - mu , park je - ga , and baek dong - soo in 1790 ( jeongjo 14 ) . it is a practical training book that contains a total of 24 combat techniques with 18 different combat techniques , including 18th , etc . , and contains very realistic pictures and writings . the data is very high in terms of the summary . [UNK]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" the number of new corona 19 new confirmation has recorded 2 , 000 new number of new confirmation . he said it was recorded . the number of new confirmers decreased 162 from the previous month . the name itself is the second largest confirmation ( sunday ) on saturday , after the 26th of last month . in the path of new confirmers , there are 2 , 058 regional occurrences and 28 overseas inflows . subscribe to sbs biz news from naver ! "" , https : / / media . naver . com / channel / promotion ? oid = 374",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" ( andong = yonhap news ) reporter sohn dae - sung = 54 confirmed as a new corona virus infection ( corona 19 ) in gyeongbuk , including gumi bath - related contacts , etc . the person is 62 domestically infected and two overseas inflows , and 7 , 34 people are more than 7 , 34 . in the past week , 357 people were confirmed due to domestic infections in the past week , and the average per day is 51 . 0 . nine , pohang 8 , uiseong 6 , 4 gyeongsan , 3 people in yeongju and goryeo , 2 in sangju and yecheon , 1 in gimcheon , andong , qingdao , and uljin . one hospital - related contact was confirmed . one contact of the dangjin confirmed , chungnam , was confirmed . in uiseong , five contacts of the confirmed confirmed person and one contact of the confirmed by dalseo - gu , daegu , were positive . in gyeongsan , two contacts of gyeongsan confirmed , one contact with daegu hospital , asia one entry person was confirmed . in the yeongju , three contacts of the lord confirmed , three contacts of the elderly confirmed , and two contacts of the confirmed by daegu dalseong - gun were confirmed . in uljin , one contact of each local confirmed person was positive . yna . co . kr",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" on the 20th ( local time ) , president moon jae - in said , "" korea promised $ 200 million in kobaeks at the g7 ( g7 ) summit , "" he said . we will continue to try to increase our efforts . [UNK] president moon attended the ' sustainable development target high - level meeting ( sdg moment ) ' held in new york , usa . the international community ' s fair approach and allocation begins . [UNK] sdg said that the international community decided to work together by 2030 in areas such as environmental issues and poverty and hunger ends . the meeting is held annually to check the implementation situation : president moon is the only country to be invited to the sdg moment opening session . the president moon said , [UNK] the cyclone of the arctic heatwave , the cold wave of texas , the us , corona demick and bangladeshi carbon "" if the problem is connected , the solution is connected , "" he said . "" if the problem is connected . "" in response to the climate crisis response , president moon said that cooperation beyond the border was needed . he said , [UNK] advanced countries and developing countries should be assisted with carbon neutral goals . [UNK] in addition , he said , [UNK] we will expand the green new deal public development aid ( oda ) and actively help the green new deal ' s green recovery and carbon neutral . [UNK] regarding , [UNK] we must actively use the technology of the 4th industrial revolution era . [UNK] however , "" digital technology and infrastructure are creating new gaps and inequality , "" he said . he said , [UNK] this is a problem that occurs during the energy conversion process , [UNK] he said . finally , the president said , "" we must respect future generations and gather the wisdom of coexistence between generations . "" "" it is the duty of the older generation to listen to the voice of the future generation more about the crisis that older generations such as poverty , inequality , and climate change have not been solved , "" he said . . the sdg moment opening session was attended by bts ( bts ) , which president moon appointed as a special envoy to future generation and culture . "" i hope today ' s place with the best private envoy bts will be an opportunity to gather the good will and actions of future generations for sustainable development . """,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
" "" the completion rate of the corona 19 - year - old vaccination was over 50 % of the total population , and 3 , 400 people were inoculated on the 3rd day , and more than 33 , 000 people were inoculated . the first day of the day , 3404 first - time vaccinations and 33 , 187 vaccinations were recorded . it was reduced to 530 , 000 people a day , and it was significantly reduced to 36 , 000 people the day before , due to the closing of some consignment medical institutions and vaccinations for the weekend and holidays . myeong , pfizer 765 , jansen 80 , and 11 astrazeneca ( az ) . at 0 o ' clock on the day , the number of first initiatives in korea is 39714 , 000 , and 77 . 3 % of the total population ( 5134 , 916 people as of december last year ) the first vaccination rate is 89 . 9 % for the population aged 18 years of age . is 1 , 44 , 7553 people . if you are hit by the jansen vaccine , which ends with only one inoculation , it is reflected in the first and second vaccinations . myeong , modera 8121 and 108 astrazeneca were completed , and 412 were completed astrazeneca , but 304 were those who were inoculated with the second vaccine after the astrazeneca vaccine during the first vaccination . as a result , the number of people who completed all the secondary vaccination increased to 2701 , 6188 , which is 52 . 6 % of the population , and 61 . 2 % of the population aged 18 or older . geneca 1043 , 7266 ( including cross - vaccinations including 163 , 7088 ) , moder or 2 . 23 , 9365 , the rest are jansen inoculated . . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" seoul = newsis cho sung - woo reporter = seoul daegu - ro hospital , seoul ' s daegu - ro hospital , was inoculated with more than 140 corona 19 - year - olds after haedong ' s inoculation recommendation on 26 - 27 . the colona 19 vaccination response promotion has exceeded effective institutions for re - elimination . the expert deliberation committee will decide on the stability and effectiveness of the vaccine inoculation . we are waiting for your valuable report . if you send a photo or video that is judged to have news value or topicality , please send it to the newsis photo video division ( n - photo @ newsis . com ) . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" ( seoul = news1 ) = president moon jae - in speaks at the signing ceremony of the korea - us vaccine cooperation agreement held at a hotel in new york on the 21st ( local time ) .",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" the 2021 jeonnam international ink biennale has been cruising for its new model of the online exhibition culture of the corona era . during this period , the visitors were counted at 17 , 732 , including 7341 in mokpo , jindoju , 5817 in four special exhibitions , and 4574 in nine cities and counties . considering the online exhibition hall operated by the international ink biennale nuri house , 58 , 762 visitors who failed to visit the site were visited , which is more than 25 % of the 300 , 000 visitors ' targets , and the proportion of online visitors accounts for about 77 % . it shows that the jeonnam international ink biennale is building an online exhibition culture . it is an analysis that it was effective to induce viewing . the jeonnam international ink biennale , which was participated by more than 200 artists in 15 countries under the theme of ' oh chae - chan mono chrome - birth of a bottle ink ink ' , is a modern interpretation of ink ink and lives with our lives . it is a variety of charms of ink ink ink ink ink . it is also said that the art fair that can buy the work and the art market that sells household goods using ink are also responding . they feels the value and charm of the ink through the jeonnam international ink biennale , which is held on the upcoming chuseok holiday and offline . i think it ' s good to see . """,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
" "" gurye = newsis seok - hoon reporter = gurye - gun , along jirisan and seomjin river , decided to implement a comprehensive countermeasure against corona 19 and residents ' safety even during the upcoming chuseok holiday . considering that there is a high risk of triggering new trends , we plan to strengthen our defense and establish a tight medical treatment system . it is a disaster disaster , traffic , health care , and water supply water supply countermeasures centered on the general manager of the comprehensive situation room during the holiday season . we have prepared measures to minimize the inconvenience of residents by constructing the situation and responding quickly to various emergency situations . the health medical center screening clinic is operated for 24 hours from 9 am to 6 pm , and the gurye hospital selection clinic is operated for 24 hours . in order to spread the culture of sharing even in the midst of the corona 19 long - term shoes , we will deliver desired goods to 6 social welfare facilities and 3 , 200 difficult residents . from 19 , i will focus on administrative power so that everyone can have a safe and warm holiday \ "" kim said . "" "" i asked you to protect the rules of defense , such as wearing a mask as you are . """,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
" anchor , "" today ( 25th ) , the corona 19 new confirmation has exceeded 3 , 000 for the first time . let ' s listen . reporter lee ho - jun , how many new confirmers have been more than yesterday ? "" in january of last year , the largest number of confirmed people came out since the 19 - confirmation of corona , and for the first time , the number of confirmed patients was 3 , 000 . the fatal rate is 0 . 82 % . let ' s look at the current status of each region . the metropolitan area has intensified . seoul has 1 , 217 people and 1 , 094 people in gyeonggi - do . the confirmed person came out , and in terms of the ratio , it exceeded 77 % . the number of non - capital regions continued to increase . daegu recorded 118 people . in addition , there are 91 people in chungnam , 79 in daejeon , and 67 in jeonbuk . the percentage of confirmed ' in the survey , which is difficult to check where and how it is infected , is nearly 40 % . anchor , "" if there is a lot of infections in everyday life , is vaccination the most important ? did the new vaccination decreased during the chuseok holiday ? "" ( 25th ) as of 0 o ' clock , the number of new vaccinations is 610 , 000 cases and vaccinations increased by 410 , 000 . in terms of cumulative vaccination , 73 . 5 % of the population finished the first vaccination . the inoculation rate is 44 . 8 % . prior reservations for vaccinations for non - aged people aged 18 are until 6 pm on september 30 , the end of this month . you can make a reservation for the pre - administration reservation homepage . if you make a reservation , you can get a modern or vaccine from the 1st of next month . in addition , the vaccine is also available using the remaining vaccine through the naver and kakao apps . so far , i have delivered it at the disaster media center . "" , graphic : joo - hyuk lee",1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
" on september 20 , 2022 , new york city ( [UNK] nyc [UNK] ) mayor eric adams announced that the city [UNK] s covid - 19 vaccine requirement for private sector employees will terminate on november 1 , 2022 . the private sector vaccine mandate took effect in december 2021 , shortly before former mayor bill de blasio left office . at the time , the mandate was one of the most far - reaching local actions in the united states , as it applied to approximately 184 , 000 businesses with employees who perform work in nyc . nyc [UNK] s recent trend of relaxing covid - 19 restrictions in 2022 , the trend in nyc and across the state of new york has been to relax various covid - 19 - related restrictions . after taking office in january 2022 , mayor adams ended several covid - 19 safeguards , such as requiring restaurant patrons and concert attendees to present proof of vaccination , and face mask mandates at schools . further , although not formally rescinded , the city has not been stringently enforcing the vaccine mandate for private sector employees , and even made an exception for nyc [UNK] s professional athletes in march 2022 . similarly , at the state level , new york governor kathy hochul removed the public transit mask mandate in early september 2022 . what restrictions are still in place ? although the private sector vaccine mandate is one of the last remaining nyc restrictions of the pandemic , there are a few others that remain in place . the mandatory covid - 19 vaccination requirement for city government employees , including law enforcement , teachers , and sanitation workers , will remain in effect . further , health care workers are still required to be vaccinated under state law . mayor adams has been enforcing the public sector vaccine mandate , which has resulted in more than 1 , 750 nyc workers being terminated as of september 14 , 2022 . nyc [UNK] s public sector employees have become increasingly frustrated by the selective enforcement of the city [UNK] s vaccine mandate . what [UNK] s next ? the controversy regarding the public sector vaccine mandate will likely come to a resolution in the near future . last year a nyc law enforcement officer filed suit against the city , challenging the public sector vaccine mandate . the case quickly made its way to the u . s . supreme court , which will be hearing the law enforcement officer [UNK] s challenge to the public sector vaccine requirement on october 7 , 2022 . conclusion the continued relaxation of various covid - 19",0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
" "" muju - gun announced on the 24th that it will support the general restaurant in the building to support the corona 19 and safe food culture by the end of september . it supports a total of 100 non - horse blocking partitions . this support is expected to continue to last for a long - term corona 19 infections for vaccination , and it is necessary to have a fundamental distance in a restaurant . murry - gun is a partition , a round table , a round table , a round table , a round table , temporary closed and table distance businesses were excluded from the target . muju - gun gives safe call numbers to restaurants in the building since last year , and major prevention such as disinfection docks , hand hydration , masks , eaten goods , and cutlery sterilizers . we supported the goods .",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
" "" ( seoul = news1 ) jung yoon - mi reporter = new corona virus infection ( corona 19 ) has a study showing that symptoms last longer than the flu ( flu , flu ) . the results of the study of oxford university in the medical journal plos medicine were reported . interaling the records of about 270 , 000 patients in the united states according to reports , the case of long - term experience of infection is more than the flu patient than the flu patient . it was confirmed that the corona 19 patients were 1 . 4 times more , specifically , 42 . 3 % of corona 19 patients were positive and had one or more symptoms after three to six months , with 29 . 7 % of the flu patients under the same conditions . long - term symptoms include respiratory disorders , abdominal pain , fatigue , brain fog , anxiety and depression . medical professor said , "" you need to grasp the basic principles of various symptoms that can occur in the cure . """,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" incheon city said that the corona 19 new confirmation was 164 at 0 o ' clock on the 15th . there are 8 gyeyang - gu , 26 west - gu , and 1 ganghwa - gun . the 164 new confirmed candidates are 43 major group infections , 67 confirmed contacts , and 54 of the infectious route surveys . in relation to the 12th , two confirmed candidates have been released , and 10 confirmed contacts have been confirmed , resulting in a total of 12 relevant confirmed . as a result of the simple kit test for the name , six confirmed people were confirmed as a result of the training test for workers and inpatients on the 13th . after the self - out , the number of confirmed contacts was confirmed , resulting in a total of six confirmed confirmed . there are a total of eight confirmed confirmed candidates . it has increased . after the first confirmation of the michu hall materials nursing home , two confirmed contacts have been confirmed , and the number of confirmed confirmed people has increased to seven . in addition , there were a total of 22 people confirmed , and after the initial confirmation on the 11th , the number of confirmed contacts was confirmed after the first confirmation of the medical institution in namdong - gu . since the initial confirmation on the 8th , two confirmed contacts have been confirmed , resulting in a total of 27 people . since the initial confirmation , three confirmed contacts have been confirmed , resulting in a total of 21 confirmed . since the initial confirmation of the iron plate manufacturing industry in bupyeong - gu , one contact with the confirmed person has been confirmed since the first confirmation of the 30th of last month . after the initial confirmation on the 12th of the 12th confirmation of gyeyang - gu medical institutions , two confirmed contacts were confirmed . after the first confirmation on the 10th in relation to the middle school in western materials , one confirmed contact was confirmed , and the number of related confirmed people increased to 14 . after the first confirmation of the western materials academy , one confirmed contact was confirmed , increasing the number of related confirms to 12 . after the first confirmation of the western - based transportation company , one confirmed contact was confirmed , and the relevant confirmed person was found to be 14 . in this regard , park nam - chun , incheon mayor , said that it will do its best to prevent the spread of corona 19 and stabilize the public welfare during the holiday season for citizens ' safe chuseok holidays . for the chuseok holidays , mayor park nam -",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
" "" the korea research institute of chemical and technology , under the ministry of science and ict , announced on the 30th that it was approved for commercial approval in china for its own new drug for treatment of human immunodeficiency virus ( hiv ) . this is the first time that chemical yeon said that km023 , a candidate for aids treatment ( aids ) treatment , was approved for commercial boards in june after the clinical trials in china . it is a clinical trial of the chinese pharmaceutical company jangsu id in 2014 . according to chemical yeon , km023 prevents the reverse hyperopecisthetic that transforms hiv ' s rna information into a deoxyric acid ( dna ) . it plays a key role in the core . it effectively blocks the growth of hiv viruses . chemical officials have shown that they have little side effects of neuropsychiatric nerve mental system and minimize genetic toxicity . it can be administered oral , and it is possible to administer combined with other drugs \ "" according to the who ( world health organization ) . and of all , 1 . 25 million people were infected in china , and the global market for aids treatment is estimated to be 16 ~ 17 trillion won , of which more than 70 % of them are occupied by multinational pharmaceutical companies such as gilead . it is prescribed as a cocktail therapy . this time , the aids treatment candidate km023 , which was approved by china , was developed by former son jong - chan researcher , son jong - chan , who worked in chemicals from 1987 to 2013 . the former researcher sohn was a briefing at the sejong ministry of information and communication . in 2006 , gilier gave a joint research proposal to the former researcher , who had developed aids treatment since 1995 , giving $ 1 million in advance to the former researcher , who had been developing aids treatment since 1995 . and two years later , chemical yeon in 2008 km02 it was reportedly withdrawn from the introduction of this material , but it was found suddenly . sohn said , "" i tried to start on phase 1 clinical trials after completion of preclinations , but gilind gave up immediately after ( km023 ) and went there . "" "" i ' ve been back all of the patents , and i ' ve been looking for a place to go on a clinical trial . afterwards , kinosmed was transferred to km023 from chemical in 2012 after completing phase 1 clinical trials . reporter lee hae - sung """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" "" ( daegu = news1 ) fair series = at the dalseo - gu bible vaccination center on the afternoon of the afternoon , foreign students in keimyung university answered the medical staff questions in the yejin stage before the corona 19 vaccination . participated in . 2021 . 10 . 5 / news 1 """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" the corona 19 confirmed person in the financial news army has been reported . the ministry of defense said that as of 10 am on the 10th , 1653 cumulative confirmers in the military were counted as 1653 , of which 1617 cases were cured , and 36 cases of treatment and management were 36the newly reported corona 19 confirmed person is one air force executive and one army soldier . one air force in suwon , gyeonggi - do , was diagnosed with the diagnosis of 19 symptoms of corona . the diagnostic test was confirmed . the ministry of defense said that as of that day , the anti - hydrangeas related to corona 19 said that 434 people were based on the military ' s own standards and 434 in accordance with the health authorities . [UNK]",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
" tokyo , sept 28 ( reuters ) - japan ' s shionogi & co ltd ( 4507 . t ) said on wednesday its oral treatment for covid - 19 demonstrated a significant reduction in symptoms compared with a placebo in a phase iii trial in asia . the drug , a protease inhibitor known as ensitrelvir , met its primary endpoint in a trial conducted among predominantly vaccinated patients with mild to moderate cases of covid - 19 , the company said in a statement . shionogi ' s shares jumped after the announcement , rising 2 . 5 % in the afternoon trading session in tokyo versus a 2 . 1 % drop in the benchmark nikkei gauge ( . n225 ) . register now for free unlimited access to reuters . com advertisement · scroll to continue regulatory authorities in japan previously denied emergency approval for use of the pill , saying they wanted to see more data on its effectiveness . there are also concerns the drug could pose risk to pregnancies , based on results from animal studies . read more shionogi said it has shared top - line data from the phase iii study with japanese regulators as part of deliberations on approval of the drug . shionogi has global aspirations for the drug , also known as s - 217622 and by the brand name xocova , which would compete with covid - 19 pills from pfizer inc and merck & co inc ( mrk . n ) that have already been approved in japan and elsewhere . the company has signed an agreement to sell about a million doses to the government , pending the drug ' s approval . chief executive isao teshirogi has said annual production of the drug could reach 10 million doses . the firm has received u . s . government support for a global phase iii trial . read more",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" the us pfizer ' s corona 19 - year - old immediate contract of 2 . 8 million times will come into korea tomorrow . the corona 19 vaccination response promotion team is today ( 19th ) , and 2843 , 000 vaccines will arrive at incheon airport tomorrow at 1 : 40 am tomorrow . as a result , only 11 , 88 , 000 pfizer vaccines came in in september , and the total introduction was increased to 32 . 393 , 000 times . introduction of 69 . 3 million times of the 194 . 9 million sessions , the promotion has completed the introduction . i plan to do it . """,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
" "" seoul = newsis kwon chang - hoe reporter = citizens are waiting to be inspected at a temporary screening inspection center at the seoul express bus terminal in seocho - gu , seoul on the 22nd of the chuseok holiday . 2021 . 09 . 22 . kch0523 @ newsis . comwe are waiting for your valuable report . if you send a photo or video that is judged to have news value or topicality , please send it to the newsis photo video division ( n - photo @ newsis . com ) . """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" seoul = newsis reporter kim myung - won = minister of public administration and security , jeon hae - cheol , attended the corona 19 central disaster safety countermeasures headquarters ( middle script ) meeting held at the seoul government complex in jongno - gu , seoul on the morning . 2021 . 09 . 01 . kmx1105 @ newsis . com sympathy media newsis is waiting for your valuable report . if you send a photo or video that is believed to have news value or topicality , please send us to the newsis photo video department ( n - photo @ newsis . com ) .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
" "" the government has extended the current stages of distance for the next two weeks , and decided to maintain the restrictions on the number of private gatherings as it is now . prime minister kim bu - gyeom said that after the chuseok holiday , the colona 19 - year - old script conference was made in consideration of the risk of defense , including the proliferation of corona .",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
" "" seoul = newsis reporter kim myung - won = prime minister kim bu - gyeom attends the corona 19 central disaster safety headquarters ( middle script ) meeting held at the seoul government complex in jongno - gu , seoul on the 17th . 2021 . 09 . 17 . kmx1105 @ newsis . comthe newsys is waiting for your valuable report . if you send a photo or video that is judged to have news value or topicality , please send us to the newsis photo video department ( n - photo @ newsis . com ) . """,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" "" ( seoul = news1 ) reporter kim jin - hee = as the confirmation of the new corona virus infection ( corona 19 ) in seoul , the hospital utilization rate is 77 % . it was aggregated . there are a total of 2160 beds in seoul ' s infectious diseases , and the number of beds in use is 1667 , and the utilization rate is 77 . 2 % . there are 333 hospital beds in seoul , and 191 beds are 57 . 4 % . there are 142 beds as possible : 81 semi - intensive patients in seoul , 47 beds are 47 , and the utilization rate is 58 % , and there are 34 beds that can be hospitalized . it is 62 . 8 % . there are 948 beds that can be hospitalized immediately . the number of patients with home treatment in seoul was added , with 407 people at 0 o ' clock and 1292 . [UNK]",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
" "" last year , it was considered to be the largest beneficiary of corona 19 , but this year , the representative diagnostic kit , which was virtually alienated from the stock market , has been paying attention to the recent stock market . this year , this year , the overall decline is 36 . 7 % . considering the overwhelming rate of 530 % last year , the degree of sluggishness is very large . the number of securities firms starting to analyze is increasing . hanwha investment & securities issued its first report on seagen on the 15th . it is also said that it is worth looking forward to the corona era . us bio company ) bico - na reagents will also enter the growth track based on the us food and drug administration and molecular diagnostic teachers ' joint approval and distribution and distribution contracts for molecular diagnostic reagents and equipment . the pcr molecular diagnosis , which is a diagnostic method of seagen , requires large - scale diagnostic equipment , so once you use it , you can continue to use the product or service , and it can grow in vico - ro or sector with corona 19 . kim hyung - soo hanwha investment & securities researcher said , "" it was easy to access the conservative market because of the establishment of an overseas subsidiary by establishing an overseas subsidiary . "" it is said that the investment charm will be even greater if the results are achieved in the situation where seagen ' s acquisition and mergers and mergers and mergers and new business investments . the gap with the company will gradually decrease . [UNK] ds investment & securities 11 the target price is 4 , 000 won , hanwha investment & securities has 91 , 000 won , and shinhan investment corp . 80 , 000 won . [UNK]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
