keywords,tf_tc1,tf_t1,ctfidf1,tf_tc2,tf_t2,ctfidf2,tf_tc3,tf_t3,ctfidf3,relative_tf_tc1,relative_tf_tc3,relative_tc_t,,,,relative_A
assess,786,19588,4850.574452,14169,19588,87439.93564,2229,19588,13755.63671,18.27906977,17.01526718,35.29433694,,,,
operate,730,19501,4508.229191,13240,19501,81765.69109,2284,19501,14105.19928,16.97674419,17.4351145,34.41185869,,,,
wash,535,19494,3304.167865,12718,19494,78546.55496,3372,19494,20825.52157,12.44186047,25.74045802,38.18231848,,,,
arrest,778,19476,4805.65665,12905,19476,79713.36642,2418,19476,14935.83262,18.09302326,18.45801527,36.55103852,,,,
update,827,19128,5123.206422,13363,19128,82782.83847,2563,19128,15877.60346,19.23255814,19.5648855,38.79744364,,,,
beat,831,18906,5157.667475,12503,18906,77600.86214,2232,18906,13853.0852,19.3255814,17.03816794,36.36374933,,,,
replace,714,18885,4432.28961,12980,18885,80575.79711,2102,18885,13048.56129,16.60465116,16.04580153,32.65045269,,,,
block,772,18868,4793.029401,13272,18868,82400.37074,2207,18868,13702.35219,17.95348837,16.84732824,34.80081662,,,,
touch,667,18868,4141.127734,12341,18868,76620.17595,3086,18868,19159.70043,15.51162791,23.55725191,39.06887982,,,,
stick,749,18826,4651.897664,12690,18826,78815.1954,2220,18826,13788.00109,17.41860465,16.94656489,34.36516954,,,,
aim,750,18638,4665.620728,13025,18638,81026.27998,2002,18638,12454.09693,17.44186047,15.28244275,32.72430321,,,,
wake,858,18613,5338.619473,12511,18613,77845.53406,2195,18613,13657.65704,19.95348837,16.75572519,36.70921356,,,,
train,722,18608,4492.598323,12551,18608,78097.78607,2090,18608,13004.88988,16.79069767,15.95419847,32.74489615,,,,
conclude,751,18589,4673.814638,12868,18589,80083.4178,2204,18589,13716.49462,17.46511628,16.82442748,34.28954376,,,,
worry,809,18580,5035.166025,12679,18580,78913.31277,2219,18580,13810.91892,18.81395349,16.9389313,35.75288479,,,,
recognize,795,18478,4952.398636,12843,18478,80004.59834,2024,18478,12608.37087,18.48837209,15.45038168,33.93875377,,,,
contract,607,18406,3783.630524,13353,18406,83233.6382,2384,18406,14860.25563,14.11627907,18.19847328,32.31475235,,,,
urge,663,18328,4135.507014,12367,18328,77139.99282,2442,18328,15232.13896,15.41860465,18.64122137,34.05982603,,,,
sneeze,794,18217,4957.442239,11634,18217,72638.39169,3107,18217,19398.95848,18.46511628,23.71755725,42.18267353,,,,
realize,745,17989,4660.869351,12187,17989,76244.31515,2028,17989,12687.57456,17.3255814,15.48091603,32.80649743,,,,
engage,742,17988,4642.141919,12430,17988,77765.26153,2114,17988,13225.72509,17.25581395,16.13740458,33.39321853,,,,
surround,746,17914,4670.23632,12208,17914,76426.60188,2023,17914,12664.72932,17.34883721,15.44274809,32.7915853,,,,
evaluate,754,17841,4723.39226,12931,17841,81005.55081,1937,17841,12134.23184,17.53488372,14.78625954,32.32114326,,,,
exercise,715,17810,4480.319947,12666,17810,79367.45797,1845,17810,11561.10532,16.62790698,14.08396947,30.71187644,,,,
inspire,733,17558,4603.537069,11823,17558,74253.2316,1968,17558,12359.83759,17.04651163,15.02290076,32.06941239,,,,
teach,774,17537,4861.958237,11849,17537,74430.67591,1984,17537,12462.69398,18,15.14503817,33.14503817,,,,
measure,841,17522,5283.543722,12160,17522,76394.63931,1888,17522,11861.27295,19.55813953,14.41221374,33.97035328,,,,
accuse,629,17489,3952.847025,11694,17489,73489.01926,2045,17489,12851.46608,14.62790698,15.61068702,30.238594,,,,
enable,719,17400,4522.098665,12061,17400,75856.78998,1974,17400,12415.33069,16.72093023,15.06870229,31.78963252,,,,
reflect,732,17330,4606.80653,12152,17330,76478.02315,1953,17330,12291.11086,17.02325581,14.90839695,31.93165276,,,,
explore,640,17308,4028.620466,12265,17308,77204.7344,1921,17308,12092.15612,14.88372093,14.66412214,29.54784307,,,,
picture,707,17276,4451.672609,11771,17276,74116.88583,2413,17276,15193.61528,16.44186047,18.41984733,34.86170779,,,,
sound,710,17203,4473.563253,11135,17203,70159.33355,2500,17203,15751.98329,16.51162791,19.08396947,35.59559737,,,,
handle,658,17033,4152.444765,11581,17033,73084.29001,2045,17033,12905.39445,15.30232558,15.61068702,30.9130126,,,,
examine,683,17009,4311.173721,12007,17009,75789.55032,1750,17009,11046.19914,15.88372093,13.35877863,29.24249956,,,,
damage,688,16930,4345.931421,11868,16930,74967.31702,1761,16930,11123.81575,16,13.44274809,29.44274809,,,,
vary,779,16896,4922.319843,12258,16896,77455.45139,1754,16896,11083.11811,18.11627907,13.38931298,31.50559205,,,,
file,585,16606,3706.588869,11211,16606,71033.44924,1995,16606,12640.41845,13.60465116,15.22900763,28.8336588,,,,
list,793,16578,5025.823,11634,16578,73733.19645,1980,16578,12548.71317,18.44186047,15.11450382,33.55636428,,,,
pose,670,16553,4247.291079,11295,16553,71601.7205,2050,16553,12995.44285,15.58139535,15.64885496,31.23025031,,,,
earn,731,16475,4637.431376,11153,16475,70754.13425,1912,16475,12129.64267,17,14.59541985,31.59541985,,,,
locate,647,16449,4105.559199,11273,16449,71533.18215,1800,16449,11421.95759,15.04651163,13.74045802,28.78696964,,,,
fit,671,16430,4258.626117,11059,16430,70187.99736,1824,16430,11576.35475,15.60465116,13.92366412,29.52831528,,,,
highlight,702,16407,4456.355055,11567,16407,73428.28907,1937,16407,12296.23895,16.3255814,14.78625954,31.11184094,,,,
inform,614,16359,3899.519448,11178,16359,70991.57718,2120,16359,13464.13881,14.27906977,16.18320611,30.46227587,,,,
step,666,16349,4230.178439,10887,16349,69150.07907,2101,16349,13344.7521,15.48837209,16.03816794,31.52654003,,,,
define,631,16294,4009.9944,11489,16294,73012.40201,1876,16294,11921.94849,14.6744186,14.32061069,28.99502929,,,,
hide,672,16156,4276.254478,11280,16156,71779.98588,1848,16156,11759.69981,15.62790698,14.10687023,29.73477721,,,,
rule,601,16132,3825.33975,11118,16132,70765.60289,1910,16132,12157.06975,13.97674419,14.58015267,28.55689686,,,,
worsen,797,15817,5088.561229,11423,15817,72931.78785,1746,15817,11147.58834,18.53488372,13.32824427,31.863128,,,,
administer,690,15793,4406.450329,11597,15793,74060.29633,1825,15793,11654.74181,16.04651163,13.93129771,29.97780934,,,,
feed,698,15775,4458.334264,10507,15775,67111.344,1840,15775,11752.62901,16.23255814,14.04580153,30.27835967,,,,
comment,613,15751,3916.345658,10647,15751,68021.74914,1864,15751,11908.75743,14.25581395,14.22900763,28.48482159,,,,
extend,594,15750,3794.995759,11102,15750,70929.36518,1862,15750,11896.09782,13.81395349,14.21374046,28.02769395,,,,
induce,636,15661,4066.926852,11085,15661,70883.46564,1634,15661,10448.67685,14.79069767,12.47328244,27.26398012,,,,
attempt,610,15547,3905.117987,10476,15547,67065.60005,1782,15547,11408.06599,14.18604651,13.60305344,27.78909995,,,,
forget,600,15502,3842.835966,10398,15502,66596.3473,1911,15502,12239.43255,13.95348837,14.58778626,28.54127463,,,,
attack,565,15469,3619.872576,10743,15469,68828.83378,1709,15469,10949.31369,13.13953488,13.04580153,26.18533641,,,,
clean,532,15376,3411.649162,10196,15376,65385.66702,2111,15376,13537.57778,12.37209302,16.11450382,28.48659684,,,,
fly,618,15344,3964.441748,10160,15344,65175.93554,1825,15344,11707.29157,14.37209302,13.93129771,28.30339073,,,,
strike,599,15234,3846.860241,10196,15234,65480.11187,1762,15234,11315.80592,13.93023256,13.45038168,27.38061424,,,,
relieve,781,15159,5019.537493,10705,15159,68801.7271,1832,15159,11774.38244,18.1627907,13.98473282,32.14752352,,,,
hospitalize,640,15072,4116.999084,11294,15072,72652.1682,1574,15072,10125.24462,14.88372093,12.01526718,26.89898811,,,,
cook,531,14945,3420.308763,10165,14945,65475.40222,1656,14945,10666.72563,12.34883721,12.64122137,24.99005858,,,,
mark,646,14728,4170.487267,10158,14728,65578.65272,1687,14728,10891.04028,15.02325581,12.8778626,27.90111841,,,,
hurt,597,14703,3855.162642,9770,14703,63090.35011,1772,14703,11442.79431,13.88372093,13.52671756,27.41043849,,,,
range,617,14657,3986.244172,10410,14657,67255.75661,1547,14657,9994.683523,14.34883721,11.80916031,26.15799751,,,,
marry,646,14539,4178.817816,9724,14539,62902.20501,1788,14539,11566.13971,15.02325581,13.64885496,28.67211078,,,,
opt,793,14530,5130.215552,10886,14530,70425.63241,1120,14530,7245.701663,18.44186047,8.549618321,26.99147879,,,,
benefit,564,14516,3649.271184,10236,14516,66230.38979,1607,14516,10397.83474,13.11627907,12.26717557,25.38345464,,,,
direct,563,14456,3645.129151,10003,14456,64764.16856,1705,14456,11038.97905,13.09302326,13.01526718,26.10829043,,,,
isolate,544,14365,3525.544138,10442,14365,67672.30127,2402,14365,15566.83276,12.65116279,18.33587786,30.98704065,,,,
slow,600,14345,3889.302465,10050,14345,65145.81629,1814,14345,11758.65779,13.95348837,13.84732824,27.80081662,,,,
deny,534,14294,3463.378172,9552,14294,61951.66349,1783,14294,11564.05109,12.41860465,13.61068702,26.02929167,,,,
schedule,616,14175,4000.34973,9868,14175,64083.52457,1810,14175,11754.27437,14.3255814,13.81679389,28.14237529,,,,
argue,537,14122,3489.326422,9579,14122,62242.56574,1610,14122,10461.48145,12.48837209,12.29007634,24.77844843,,,,
score,725,14091,4712.506401,9418,14091,61217.08315,1481,14091,9626.513076,16.86046512,11.30534351,28.16580863,,,,
process,663,14029,4312.425086,9783,14029,63632.66156,1486,14029,9665.556074,15.41860465,11.34351145,26.7621161,,,,
refuse,563,14015,3662.545172,9427,14015,61326.48905,1677,14015,10909.57061,13.09302326,12.80152672,25.89454997,,,,
commit,537,14003,3493.863845,9382,14003,61041.77019,1695,14003,11028.11772,12.48837209,12.9389313,25.42730339,,,,
swell,742,14001,4827.753821,10211,14001,66436.91949,1325,14001,8620.988965,17.25581395,10.11450382,27.37031777,,,,
allege,554,13879,3609.390662,9450,13879,61568.12591,1660,13879,10815.14169,12.88372093,12.67175573,25.55547666,,,,
predict,579,13657,3781.591786,9631,13657,62902.43608,1533,13657,10012.40105,13.46511628,11.70229008,25.16740636,,,,
purchase,475,13630,3103.280779,9043,13630,59079.9328,1656,13630,10819.01678,11.04651163,12.64122137,23.687733,,,,
cost,568,13628,3710.953719,8908,13628,58199.25305,1613,13628,10538.32456,13.20930233,12.3129771,25.52227942,,,,
concern,545,13528,3564.694276,9375,13528,61319.28227,1644,13528,10752.94934,12.6744186,12.54961832,25.22403693,,,,
enhance,532,13450,3482.736737,9359,13450,61268.67127,1534,13450,10042.32736,12.37209302,11.70992366,24.08201669,,,,
rely,501,13337,3284.016196,9169,13337,60102.08483,1673,13337,10966.38542,11.65116279,12.77099237,24.42215516,,,,
lift,593,13300,3888.714138,9253,13300,60678.36748,1625,13300,10656.25712,13.79069767,12.40458015,26.19527783,,,,
assist,542,13293,3554.55654,9256,13293,60702.90652,1504,13293,9863.566487,12.60465116,11.48091603,24.08556719,,,,
participate,531,13263,3483.614123,9463,13263,62081.80875,1468,13263,9630.782547,12.34883721,11.20610687,23.55494408,,,,
generate,546,13239,3583.00881,9289,13239,60957.08578,1441,13239,9456.255853,12.69767442,11,23.69767442,,,,
intend,481,13191,3158.204786,8933,13191,58653.31259,1631,13191,10709.00625,11.18604651,12.45038168,23.63642819,,,,
track,532,13185,3493.308114,9127,13185,59931.24653,1497,13185,9829.853847,12.37209302,11.42748092,23.79957394,,,,
register,495,13072,3254.60711,9110,13072,59897.92076,1437,13072,9448.223066,11.51162791,10.96946565,22.48109356,,,,
roll,500,13051,3288.284699,8902,13051,58544.62078,1586,13051,10430.43906,11.62790698,12.10687023,23.73477721,,,,
imagine,573,12981,3771.451584,8734,12981,57486.66341,1490,12981,9807.090506,13.3255814,11.3740458,24.6996272,,,,
challenge,537,12972,3534.873673,9028,12972,59428.00656,1388,12972,9136.693963,12.48837209,10.59541985,23.08379194,,,,
heal,542,12968,3567.953759,9061,12968,59648.02401,1389,12968,9143.704376,12.60465116,10.60305344,23.2077046,,,,
eliminate,579,12959,3811.923977,8687,12959,57192.02693,1439,12959,9473.849056,13.46511628,10.98473282,24.4498491,,,,
bleed,633,12950,4167.879365,9137,12950,60161.0012,1273,12950,8381.849023,14.72093023,9.717557252,24.43848748,,,,
stress,554,12836,3652.60925,8854,12836,58375.81643,1536,12836,10127.08991,12.88372093,11.72519084,24.60891177,,,,
view,513,12822,3382.848852,8739,12822,57627.12694,1504,12822,9917.747902,11.93023256,11.48091603,23.41114859,,,,
weigh,543,12722,3584.921985,8427,12722,55635.61247,1385,12722,9143.861786,12.62790698,10.57251908,23.20042606,,,,
ride,491,12722,3241.614539,8563,12722,56533.49348,1656,12722,10933.02175,11.41860465,12.64122137,24.05982603,,,,
declare,506,12721,3340.685255,8224,12721,54296.0386,1758,12721,11606.57051,11.76744186,13.41984733,25.18728919,,,,
jump,558,12720,3684.040589,8613,12720,56864.9491,1576,12720,10405.10389,12.97674419,12.03053435,25.00727854,,,,
underlie,501,12704,3308.343592,9381,12704,61947.24799,1411,12704,9317.510597,11.65116279,10.77099237,22.42215516,,,,
implement,485,12673,3203.871236,8841,12673,58402.93938,1544,12673,10199.5406,11.27906977,11.78625954,23.06532931,,,,
consult,501,12621,3311.623116,8890,12621,58763.13273,1404,12621,9280.476755,11.65116279,10.71755725,22.36872004,,,,
answer,487,12550,3221.826435,8475,12550,56067.71875,1672,12550,11061.38357,11.3255814,12.76335878,24.08894017,,,,
promise,464,12513,3071.03441,8417,12513,55708.82895,1501,12513,9934.531574,10.79069767,11.45801527,22.24871294,,,,
decline,495,12456,3278.468274,8471,12456,56104.85808,1493,12456,9888.390167,11.51162791,11.39694656,22.90857447,,,,
figure,478,12440,3166.487994,8273,12440,54804.09032,1536,12440,10175.15807,11.11627907,11.72519084,22.84146991,,,,
capture,493,12404,3267.281634,8521,12404,56471.61624,1424,12404,9437.340867,11.46511628,10.87022901,22.33534529,,,,
delay,510,12402,3380.028648,8968,12402,59435.48414,1440,12402,9543.610299,11.86046512,10.99236641,22.85283153,,,,
cancel,512,12373,3394.480706,7875,12373,52210.03038,2154,12373,14280.68641,11.90697674,16.44274809,28.34972484,,,,
smoke,440,12339,2918.341009,7782,12339,51614.84029,1289,12339,8549.412636,10.23255814,9.839694656,20.0722528,,,,
ease,503,12310,3337.376402,8990,12310,59648.13887,1395,12310,9255.745686,11.69767442,10.64885496,22.34652938,,,,
repeat,517,12300,3430.685208,8569,12300,56861.78249,1373,12300,9110.891278,12.02325581,10.48091603,22.50417184,,,,
adjust,519,12255,3445.856488,8720,12255,57895.70053,1419,12255,9421.330166,12.06976744,10.83206107,22.90182851,,,,
transmit,438,12169,2911.144357,8273,12169,54986.06681,1545,12169,10268.76263,10.18604651,11.79389313,21.97993964,,,,
cite,518,12165,3443.030297,8324,12165,55327.76871,1409,12165,9365.308278,12.04651163,10.75572519,22.80223682,,,,
kick,475,12149,3157.843245,8067,12149,53630.15043,1446,12149,9613.139646,11.04651163,11.03816794,22.08467957,,,,
approach,499,11982,3324.295364,8113,11982,54048.11281,1455,11982,9693.085682,11.60465116,11.10687023,22.71152139,,,,
rest,529,11935,3526.229257,8195,11935,54626.55721,1364,11935,9092.205495,12.30232558,10.41221374,22.71453932,,,,
host,497,11858,3316.135139,8121,11858,54185.78162,1485,11858,9908.371593,11.55813953,11.33587786,22.8940174,,,,
assume,484,11824,3230.783178,8112,11824,54148.99409,1409,11824,9405.317145,11.25581395,10.75572519,22.01153914,,,,
complain,566,11819,3778.386363,7831,11819,52276.57881,1311,11819,8751.704101,13.1627907,10.00763359,23.17042429,,,,
match,499,11739,3334.506381,8153,11739,54481.42389,1288,11739,8606.902242,11.60465116,9.832061069,21.43671223,,,,
spot,491,11708,3282.344069,7919,11708,52938.66128,1314,11708,8784.114272,11.41860465,10.03053435,21.449139,,,,
remind,429,11683,2868.788799,7999,11683,53490.53987,1472,11683,9843.489773,9.976744186,11.23664122,21.21338541,,,,
pack,425,11679,2842.18554,7845,11679,52463.40132,1372,11679,9175.243672,9.88372093,10.47328244,20.35700337,,,,
bind,485,11655,3244.431707,8225,11655,55021.54802,1386,11655,9271.716177,11.27906977,10.58015267,21.85922244,,,,
rush,454,11630,3038.029325,7555,11630,50555.75232,1341,11630,8973.562391,10.55813953,10.23664122,20.79478076,,,,
lay,447,11629,2991.225853,7954,11629,53226.42155,1488,11629,9957.369281,10.39534884,11.35877863,21.75412746,,,,
suppose,448,11619,2998.302564,7803,11619,52222.66721,1361,11619,9108.682568,10.41860465,10.38931298,20.80791763,,,,
account,444,11617,2971.608344,8114,11617,54305.47321,1360,11617,9102.223757,10.3255814,10.38167939,20.70726078,,,,
gather,438,11602,2932.016689,8095,11602,54188.75594,1393,11602,9324.884129,10.18604651,10.63358779,20.8196343,,,,
mix,435,11602,2911.934383,7887,11602,52796.38272,1341,11602,8976.790823,10.11627907,10.23664122,20.35292029,,,,
regulate,557,11588,3729.28653,7650,11588,51219.10585,1287,11588,8616.861336,12.95348837,9.824427481,22.77791585,,,,
adopt,460,11586,3079.92096,7934,11586,53121.94108,1345,11586,9005.421067,10.69767442,10.26717557,20.96484999,,,,
hang,473,11482,3171.221939,7379,11482,49472.40315,1445,11482,9687.982457,11,11.03053435,22.03053435,,,,
injure,458,11476,3070.893748,7608,11476,51011.70225,1308,11476,8770.150703,10.65116279,9.984732824,20.63589562,,,,
shut,393,11474,2635.136629,7696,11474,51603.08268,1662,11474,11144.01292,9.139534884,12.6870229,21.82655778,,,,
destroy,506,11465,3393.218791,7762,11465,52051.70802,1285,11465,8617.166298,11.76744186,9.809160305,21.57660217,,,,
select,387,11402,2597.33866,8183,11402,54919.95414,1244,11402,8349.067939,9,9.496183206,18.49618321,,,,
star,511,11384,3430.367222,7941,11384,53308.30941,1327,11384,8908.213901,11.88372093,10.12977099,22.01349192,,,,
ignore,487,11283,3273.588829,7723,11283,51913.60683,1283,11283,8624.259688,11.3255814,9.79389313,21.11947453,,,,
switch,522,11260,3509.920904,7495,11260,50396.27811,1253,11260,8425.154966,12.13953488,9.564885496,21.70442038,,,,
propose,429,11251,2884.932788,7685,11251,51679.97314,1268,11251,8527.027448,9.976744186,9.679389313,19.6561335,,,,
count,426,11241,2865.13678,7904,11241,53159.72091,1273,11241,8561.781973,9.906976744,9.717557252,19.624534,,,,
acknowledge,453,11206,3048.140926,7785,11206,52383.61392,1321,11206,8888.728837,10.53488372,10.08396947,20.61885319,,,,
accompany,533,11125,3590.306011,7627,11125,51375.72973,1228,11125,8271.849496,12.39534884,9.374045802,21.76939464,,,,
practice,422,11111,2843.13702,7686,11111,51782.8226,1436,11111,9674.750619,9.813953488,10.96183206,20.77578555,,,,
grant,421,11090,2837.195236,7716,11090,51999.52124,1319,11090,8888.979849,9.790697674,10.06870229,19.85939996,,,,
realise,411,11042,2771.58408,7245,11042,48856.75587,1289,11042,8692.389002,9.558139535,9.839694656,19.39783419,,,,
submit,469,11022,3163.557121,7699,11022,51932.25218,1285,11022,8667.741792,10.90697674,9.809160305,20.71613705,,,,
resolve,556,11003,3751.358486,7788,11003,52546.00699,1229,11003,8292.121545,12.93023256,9.381679389,22.31191195,,,,
compete,550,10929,3714.583342,7242,10929,48910.93193,1351,10929,9124.367445,12.79069767,10.3129771,23.10367477,,,,
acquire,457,10905,3087.484569,7389,10905,49919.96385,1254,10905,8472.00361,10.62790698,9.572519084,20.20042606,,,,
strengthen,426,10882,2878.947463,7653,10882,51719.68295,1190,10882,8042.130238,9.906976744,9.083969466,18.99094621,,,,
load,398,10831,2691.58837,7442,10831,50328.64484,1364,10831,9224.438533,9.255813953,10.41221374,19.66802769,,,,
blame,401,10680,2717.500125,6925,10680,46929.39742,1226,10680,8308.366965,9.325581395,9.358778626,18.68436002,,,,
steal,471,10631,3194.040169,6993,10631,47422.34162,1256,10631,8517.440452,10.95348837,9.58778626,20.54127463,,,,
analyze,424,10615,2875.952183,7516,10615,50980.32219,1147,10615,7779.993288,9.860465116,8.755725191,18.61619031,,,,
download,356,10579,2415.922601,6685,10579,45366.41176,1243,10579,8435.370205,8.279069767,9.488549618,17.76761939,,,,
fund,423,10567,2871.084213,7245,10567,49174.953,1184,10567,8036.320822,9.837209302,9.038167939,18.87537724,,,,
